0,Content ID,Type_x,Datetime,Sentiment,Score,Unnamed: 0,User ID,Type_y,Category,URL
14,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,01-11-2020,negative,5,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
26,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,02-03-2021,negative,5,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
27,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,27-06-2020,negative,5,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
45,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,10-05-2021,negative,5,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
10,97522e57-d9ab-4bd6-97bf-c24d952602d2,love,01-04-2021,positive,65,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
11,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,04-08-2020,neutral,20,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
18,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,23-09-2020,neutral,20,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
33,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,07-03-2021,neutral,20,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
43,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,14-07-2020,neutral,20,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
16,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,03-09-2020,positive,75,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
29,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,04-08-2020,positive,75,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
34,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,24-05-2021,positive,75,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
36,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,09-04-2021,positive,75,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
20,97522e57-d9ab-4bd6-97bf-c24d952602d2,intrigued,22-05-2021,positive,45,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
30,97522e57-d9ab-4bd6-97bf-c24d952602d2,intrigued,28-08-2020,positive,45,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
22,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,20-11-2020,negative,12,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
25,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,11-04-2021,negative,12,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
44,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,23-08-2020,negative,12,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
23,97522e57-d9ab-4bd6-97bf-c24d952602d2,like,11-04-2021,positive,50,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
24,97522e57-d9ab-4bd6-97bf-c24d952602d2,heart,13-06-2021,positive,60,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
41,97522e57-d9ab-4bd6-97bf-c24d952602d2,want,29-11-2020,positive,70,0,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,photo,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,11-02-2021,negative,0,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,13-09-2020,negative,15,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,25-06-2020,neutral,35,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
58,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,16-06-2021,neutral,35,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,20-08-2020,negative,5,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,08-03-2021,negative,5,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
61,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,23-09-2020,negative,5,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,25-05-2021,positive,65,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
55,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,15-03-2021,positive,65,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,07-07-2020,positive,65,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
57,9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,31-08-2020,neutral,20,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
62,9f737e0a-3cdd-4d29-9d24-753f4e3be810,super love,24-03-2021,positive,75,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,04-12-2020,positive,45,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,28-03-2021,positive,50,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
60,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,20-08-2020,positive,50,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,05-05-2021,positive,60,1,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,09-06-2021,negative,0,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,05-06-2021,negative,10,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,04-03-2021,negative,10,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,01-08-2020,negative,10,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,07-12-2020,negative,15,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,09-07-2020,negative,15,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,20-09-2020,positive,30,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,14-06-2021,positive,30,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,11-12-2020,positive,30,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
91,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,23-10-2020,positive,30,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,18-11-2020,neutral,35,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,03-08-2020,positive,70,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,25-12-2020,negative,5,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,21-06-2020,negative,5,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,23-04-2021,positive,65,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,11-05-2021,positive,75,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,07-08-2020,negative,12,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
92,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,14-11-2020,negative,12,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,24-10-2020,positive,50,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,06-06-2021,positive,50,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,20-07-2020,positive,60,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,09-05-2021,positive,60,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,13-11-2020,positive,60,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
94,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,12-11-2020,positive,60,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,12-11-2020,positive,70,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,23-11-2020,positive,70,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
93,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,04-08-2020,positive,70,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,19-03-2021,positive,72,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,10-01-2021,positive,72,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,29-10-2020,positive,72,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,14-05-2021,positive,72,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,04-08-2020,positive,72,2,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f
133,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,14-01-2021,negative,0,6,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05
160,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,26-09-2020,negative,0,6,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05
138,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,08-11-2020,negative,10,6,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05
144,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,21-01-2021,negative,10,6,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05
141,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,06-09-2020,negative,15,6,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05
145,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,27-02-2021,negative,15,6,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05
148,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,02-08-2020,negative,15,6,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05
149,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,04-06-2021,negative,15,6,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05
154,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,14-06-2021,negative,15,6,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05
135,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,21-05-2021,positive,30,6,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05
147,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,03-08-2020,positive,30,6,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05
150,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,21-10-2020,positive,30,6,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05
151,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,26-12-2020,positive,30,6,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05
